call_index,filename,symbol,cluster_confidence,top_context,context_confidence,alt_context,alt_confidence,valence,arousal,caller_age_sex,body_part,comm_mode,directed_at,context_probabilities,interpretation,confidence,confidence_note,alternative
426,session_22_call_0007.wav,47,1.0,Courtship,0.39,Birth,0.185,positive,medium,adult_female,body,acoustic,,"{'Advertisement & Attraction': 0.09, 'Affiliative': 0.01, 'Aggressive': 0.02, 'Attentive': 0.01, 'Avoidance': 0.01, 'Birth': 0.185, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.025, 'Coalition Building': 0.05, 'Conflict & Confrontation': 0.01, 'Courtship': 0.39, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.095, 'Maintenance': 0.0, 'Protest & Distress': 0.095}",The call is associated with courtship or mating behavior— the female may be signaling receptivity.,39.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (18.5%)
427,session_22_call_0008.wav,28,1.0,Protest & Distress,0.49,Birth,0.445,neutral,high,calf,body,visual,,"{'Advertisement & Attraction': 0.01, 'Affiliative': 0.005, 'Aggressive': 0.0, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.445, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.04, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.49}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,49.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (44.5%)
428,session_22_call_0009.wav,47,1.0,Birth,0.595,Protest & Distress,0.185,neutral,high,adult_female,mouth,acoustic,,"{'Advertisement & Attraction': 0.06, 'Affiliative': 0.0, 'Aggressive': 0.03, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.595, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.06, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.02, 'Maintenance': 0.0, 'Protest & Distress': 0.185}",The call is associated with a birth event— the mother or attending females are vocalizing during or after birth.,59.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (18.5%)
429,session_22_call_0010.wav,28,1.0,Birth,0.725,Protest & Distress,0.19,neutral,high,calf,body,seismic,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.005, 'Aggressive': 0.005, 'Attentive': 0.0, 'Avoidance': 0.005, 'Birth': 0.725, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.005, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.19}",The call is associated with a birth event.,72.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (19.0%)
430,session_22_call_0011.wav,47,1.0,Birth,0.62,Protest & Distress,0.265,neutral,high,subadult_female,trunk,acoustic,,"{'Advertisement & Attraction': 0.005, 'Affiliative': 0.005, 'Aggressive': 0.03, 'Attentive': 0.0, 'Avoidance': 0.015, 'Birth': 0.62, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.05, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.265}",The call is associated with a birth event— the mother or attending females are vocalizing during or after birth.,62.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (26.5%)
431,session_22_call_0012.wav,28,1.0,Foraging & Comfort Technique,0.26,Birth,0.14,positive,low,calf,mouth,visual,,"{'Advertisement & Attraction': 0.115, 'Affiliative': 0.015, 'Aggressive': 0.015, 'Attentive': 0.025, 'Avoidance': 0.01, 'Birth': 0.14, 'Calf Nourishment & Weaning': 0.05, 'Calf Reassurance & Protection': 0.075, 'Coalition Building': 0.085, 'Conflict & Confrontation': 0.015, 'Courtship': 0.04, 'Foraging & Comfort Technique': 0.26, 'Lone & Object Play': 0.035, 'Maintenance': 0.025, 'Protest & Distress': 0.095}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,26.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (14.0%)
432,session_22_call_0013.wav,47,1.0,Birth,0.795,Protest & Distress,0.1,neutral,high,calf,body,acoustic,,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.0, 'Aggressive': 0.025, 'Attentive': 0.0, 'Avoidance': 0.005, 'Birth': 0.795, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.05, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.1}",The call is associated with a birth event.,79.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (10.0%)
433,session_22_call_0014.wav,28,1.0,Coalition Building,0.305,Birth,0.125,positive,medium,calf,feet,acoustic,,"{'Advertisement & Attraction': 0.075, 'Affiliative': 0.015, 'Aggressive': 0.055, 'Attentive': 0.01, 'Avoidance': 0.01, 'Birth': 0.125, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.045, 'Coalition Building': 0.305, 'Conflict & Confrontation': 0.005, 'Courtship': 0.05, 'Foraging & Comfort Technique': 0.08, 'Lone & Object Play': 0.085, 'Maintenance': 0.01, 'Protest & Distress': 0.115}","The elephant is coordinating with others, building alliances or group cohesion.",30.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (12.5%)
434,session_22_call_0015.wav,47,1.0,Birth,0.38,Conflict & Confrontation,0.295,negative,high,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.05, 'Affiliative': 0.005, 'Aggressive': 0.01, 'Attentive': 0.0, 'Avoidance': 0.02, 'Birth': 0.38, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.295, 'Courtship': 0.035, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.01, 'Maintenance': 0.005, 'Protest & Distress': 0.165}",The call is associated with a birth event.,38.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Conflict & Confrontation (29.5%)
435,session_22_call_0016.wav,28,1.0,Birth,0.76,Protest & Distress,0.095,neutral,high,calf,mouth,visual,,"{'Advertisement & Attraction': 0.03, 'Affiliative': 0.02, 'Aggressive': 0.005, 'Attentive': 0.0, 'Avoidance': 0.0, 'Birth': 0.76, 'Calf Nourishment & Weaning': 0.025, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.015, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.01, 'Lone & Object Play': 0.01, 'Maintenance': 0.005, 'Protest & Distress': 0.095}",The call is associated with a birth event.,76.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (9.5%)
436,session_22_call_0017.wav,28,1.0,Birth,0.765,Protest & Distress,0.165,neutral,high,calf,ears,seismic,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.005, 'Aggressive': 0.005, 'Attentive': 0.0, 'Avoidance': 0.005, 'Birth': 0.765, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.01, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.165}",The call is associated with a birth event.,76.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (16.5%)
437,session_22_call_0018.wav,28,1.0,Birth,0.735,Protest & Distress,0.215,neutral,high,calf,body,visual,,"{'Advertisement & Attraction': 0.01, 'Affiliative': 0.005, 'Aggressive': 0.005, 'Attentive': 0.0, 'Avoidance': 0.005, 'Birth': 0.735, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.02, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.215}",The call is associated with a birth event.,73.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (21.5%)
438,session_22_call_0019.wav,47,1.0,Attentive,0.535,Protest & Distress,0.14,neutral,low,subadult_female,feet,visual,,"{'Advertisement & Attraction': 0.02, 'Affiliative': 0.025, 'Aggressive': 0.025, 'Attentive': 0.535, 'Avoidance': 0.015, 'Birth': 0.065, 'Calf Nourishment & Weaning': 0.035, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.025, 'Conflict & Confrontation': 0.02, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.035, 'Lone & Object Play': 0.035, 'Maintenance': 0.02, 'Protest & Distress': 0.14}","The elephant is in an alert, attentive state — listening or monitoring.",53.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (14.0%)
439,session_22_call_0020.wav,47,1.0,Protest & Distress,0.36,Birth,0.295,negative,high,adult_female,mouth,acoustic,,"{'Advertisement & Attraction': 0.01, 'Affiliative': 0.005, 'Aggressive': 0.095, 'Attentive': 0.005, 'Avoidance': 0.065, 'Birth': 0.295, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.145, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.36}",The elephant appears to be in distress or protesting a situation with high urgency.,36.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (29.5%)
440,session_23_call_0001.wav,47,1.0,Foraging & Comfort Technique,0.4,Maintenance,0.125,neutral,low,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.065, 'Affiliative': 0.01, 'Aggressive': 0.02, 'Attentive': 0.06, 'Avoidance': 0.005, 'Birth': 0.075, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.04, 'Coalition Building': 0.065, 'Conflict & Confrontation': 0.01, 'Courtship': 0.03, 'Foraging & Comfort Technique': 0.4, 'Lone & Object Play': 0.02, 'Maintenance': 0.125, 'Protest & Distress': 0.065}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,40.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Maintenance (12.5%)
441,session_23_call_0002.wav,47,1.0,Foraging & Comfort Technique,0.265,Protest & Distress,0.15,neutral,low,calf,body,chemical,,"{'Advertisement & Attraction': 0.06, 'Affiliative': 0.06, 'Aggressive': 0.03, 'Attentive': 0.06, 'Avoidance': 0.03, 'Birth': 0.075, 'Calf Nourishment & Weaning': 0.035, 'Calf Reassurance & Protection': 0.07, 'Coalition Building': 0.04, 'Conflict & Confrontation': 0.03, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.265, 'Lone & Object Play': 0.065, 'Maintenance': 0.02, 'Protest & Distress': 0.15}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,26.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (15.0%)
442,session_23_call_0003.wav,47,1.0,Foraging & Comfort Technique,0.28,Lone & Object Play,0.12,neutral,low,calf,feet,acoustic,,"{'Advertisement & Attraction': 0.08, 'Affiliative': 0.04, 'Aggressive': 0.01, 'Attentive': 0.045, 'Avoidance': 0.015, 'Birth': 0.08, 'Calf Nourishment & Weaning': 0.02, 'Calf Reassurance & Protection': 0.06, 'Coalition Building': 0.105, 'Conflict & Confrontation': 0.005, 'Courtship': 0.07, 'Foraging & Comfort Technique': 0.28, 'Lone & Object Play': 0.12, 'Maintenance': 0.005, 'Protest & Distress': 0.065}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,28.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Lone & Object Play (12.0%)
443,session_23_call_0004.wav,5,1.0,Avoidance,0.305,Protest & Distress,0.25,negative,high,adult_female,trunk,acoustic,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.005, 'Aggressive': 0.07, 'Attentive': 0.0, 'Avoidance': 0.305, 'Birth': 0.14, 'Calf Nourishment & Weaning': 0.04, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.09, 'Courtship': 0.02, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.035, 'Maintenance': 0.0, 'Protest & Distress': 0.25}","The elephant is signaling avoidance or retreat with urgency, possibly fleeing.",30.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (25.0%)
444,session_23_call_0005.wav,47,1.0,Foraging & Comfort Technique,0.235,Calf Reassurance & Protection,0.13,neutral,low,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.07, 'Affiliative': 0.085, 'Aggressive': 0.015, 'Attentive': 0.025, 'Avoidance': 0.015, 'Birth': 0.06, 'Calf Nourishment & Weaning': 0.035, 'Calf Reassurance & Protection': 0.13, 'Coalition Building': 0.09, 'Conflict & Confrontation': 0.005, 'Courtship': 0.03, 'Foraging & Comfort Technique': 0.235, 'Lone & Object Play': 0.08, 'Maintenance': 0.04, 'Protest & Distress': 0.085}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,23.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Calf Reassurance & Protection (13.0%)
445,session_23_call_0006.wav,47,1.0,Coalition Building,0.2,Protest & Distress,0.185,positive,medium,adult_female,feet,visual,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.04, 'Aggressive': 0.075, 'Attentive': 0.005, 'Avoidance': 0.02, 'Birth': 0.115, 'Calf Nourishment & Weaning': 0.115, 'Calf Reassurance & Protection': 0.065, 'Coalition Building': 0.2, 'Conflict & Confrontation': 0.025, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.015, 'Lone & Object Play': 0.09, 'Maintenance': 0.005, 'Protest & Distress': 0.185}","The elephant is coordinating with others, building alliances or group cohesion— consistent with a matriarch organizing group activity.",20.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (18.5%)
446,session_23_call_0007.wav,47,1.0,Protest & Distress,0.14,Coalition Building,0.115,positive,low,calf,feet,chemical,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.08, 'Aggressive': 0.04, 'Attentive': 0.045, 'Avoidance': 0.035, 'Birth': 0.085, 'Calf Nourishment & Weaning': 0.11, 'Calf Reassurance & Protection': 0.11, 'Coalition Building': 0.115, 'Conflict & Confrontation': 0.04, 'Courtship': 0.02, 'Foraging & Comfort Technique': 0.07, 'Lone & Object Play': 0.055, 'Maintenance': 0.01, 'Protest & Distress': 0.14}","The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable at a low level, possibly mild discomfort.",14.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Coalition Building (11.5%)
447,session_23_call_0008.wav,5,1.0,Coalition Building,0.21,Birth,0.15,positive,medium,adult_female,mouth,acoustic,,"{'Advertisement & Attraction': 0.055, 'Affiliative': 0.015, 'Aggressive': 0.055, 'Attentive': 0.005, 'Avoidance': 0.02, 'Birth': 0.15, 'Calf Nourishment & Weaning': 0.03, 'Calf Reassurance & Protection': 0.035, 'Coalition Building': 0.21, 'Conflict & Confrontation': 0.035, 'Courtship': 0.08, 'Foraging & Comfort Technique': 0.02, 'Lone & Object Play': 0.13, 'Maintenance': 0.015, 'Protest & Distress': 0.145}","The elephant is coordinating with others, building alliances or group cohesion— consistent with a matriarch organizing group activity.",21.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (15.0%)
448,session_23_call_0009.wav,47,1.0,Foraging & Comfort Technique,0.3,Attentive,0.15,neutral,low,calf,body,visual,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.025, 'Aggressive': 0.01, 'Attentive': 0.15, 'Avoidance': 0.025, 'Birth': 0.075, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.02, 'Coalition Building': 0.04, 'Conflict & Confrontation': 0.01, 'Courtship': 0.035, 'Foraging & Comfort Technique': 0.3, 'Lone & Object Play': 0.055, 'Maintenance': 0.13, 'Protest & Distress': 0.085}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,30.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Attentive (15.0%)
449,session_23_call_0010.wav,47,1.0,Birth,0.325,Advertisement & Attraction,0.295,neutral,high,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.295, 'Affiliative': 0.0, 'Aggressive': 0.025, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.325, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.02, 'Courtship': 0.045, 'Foraging & Comfort Technique': 0.01, 'Lone & Object Play': 0.02, 'Maintenance': 0.0, 'Protest & Distress': 0.24}",The call is associated with a birth event.,32.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Advertisement & Attraction (29.5%)
450,session_23_call_0011.wav,5,1.0,Lone & Object Play,0.245,Protest & Distress,0.225,positive,high,adult_female,body,acoustic,,"{'Advertisement & Attraction': 0.05, 'Affiliative': 0.015, 'Aggressive': 0.04, 'Attentive': 0.005, 'Avoidance': 0.03, 'Birth': 0.15, 'Calf Nourishment & Weaning': 0.05, 'Calf Reassurance & Protection': 0.06, 'Coalition Building': 0.055, 'Conflict & Confrontation': 0.025, 'Courtship': 0.045, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.245, 'Maintenance': 0.005, 'Protest & Distress': 0.225}",The elephant is vocalizing during solitary play or interaction with objects.,24.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (22.5%)
